StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Familiarity_1,Openness_1,Comfort_1,Study method_1,Study method_2,Study method_3,Study method_4,Study method_5,Study method_6,Study method_7,Study method_7_TEXT,Preference_1,Human vs AI_1,Criteria Professors_1,Criteria Professors_2,Criteria Professors_3,Criteria Professors_4,Criteria Professors_5,Criteria Professors_6,Criteria Professors_7,Criteria Professors_8,Criteria Professors_9,Criteria Professors_10,Criteria Professors_10_TEXT,Frequency_1,Frequency_2,Frequency_3,Frequency_4,Frequency_5,Frequency_6,Frequency_7,Frequency_7_TEXT,Likelihood_1,Likelihood_2,Likelihood_3,Likelihood_4,Likelihood_5,Concern_1,Inputs,Agreement options_1,Agreement options_2,Agreement options_3,Agreement options_4,Agreement options_5,Agreement options_6,Agreement options_7,Impact_1,Performance_1,Grade,Satisfaction_1,Comparison_1,Comparison_2,Comparison_3,Comparison_4,Comparison_5,Comparison_6,Comparison_7,Benefits_1,Benefits_2,Benefits_3,Benefits_4,Benefits_5,Benefits_6,Benefits_7,Benefits_8,Benefits_9,Benefits_10,Benefits_11,Benefits_11_TEXT,Concerns_1,Concerns_2,Concerns_3,Concerns_4,Concerns_5,Concerns_6,Concerns_7,Concerns_8,Concerns_9,Concerns_10,Concerns_11,Concerns_12,Concerns_12_TEXT,Age,Gender,Home country,Level of education,University,Academic field,Thoughts,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions
2024-07-04 00:23:23,2024-07-04 00:34:03,IP Address,100,640,True,2024-07-04 00:34:04,R_2tKUKnbCgHOgziA,anonymous,IT,1,50,100,100,2,6,3,1,4,5,7,,50,30,3,1,5,2,6,9,8,7,4,10,,45,30,40,40,0,0,0,,100,50,10,10,0,0,0,60,0,55,50,44,0,0,64,50,28,25,40,100,100,0,0,0,0,Personalizing learning experience,"Accessing resources anytime, anywhere",,,,,Enhancing understanding,Assisting with research,Improving digital skills,,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",Limited contextual understanding,,,Lack of human interaction and socialization,Lack of motivation,Reduction of university education value,Risk of inadequate or incomplete learning outcomes,,,,,18-22,Female,"Italia ",Bachelor's Degree,Other Italian university,"Historical, Philosophical, Educational and Psychological Sciences","Sappiamo ancora troppo poco per poterla
utilizzare in modo efficiente ed efficace ",0,,0,0,,0,
2024-07-04 00:34:26,2024-07-04 00:41:02,IP Address,100,395,True,2024-07-04 00:41:02,R_2s5gYr5ljy1wm8V,anonymous,IT,1,27,91,92,1,5,3,2,4,6,7,,0,0,7,9,1,4,2,6,3,8,5,10,,,89,81,44,0,,,,40,20,10,75,3,100,0,20,17,13,15,75,23,28,72,70,26,22,0,50,37,9,8,13,37,Personalizing learning experience,"Accessing resources anytime, anywhere",Managing time better,,,,,,,,,,,,Limited contextual understanding,,,Lack of human interaction and socialization,,,,,,,,18-22,Female,"Italia ",High school,Other Italian university,Legal Sciences,"
.",0,,0,0,,0,
2024-07-04 08:47:58,2024-07-04 08:53:39,IP Address,100,341,True,2024-07-04 08:53:39,R_2esMu4cQtzZ6m0O,anonymous,IT,1,56,85,85,1,3,4,2,5,6,7,,0,5,2,4,1,7,8,6,3,5,9,10,,38,71,37,53,36,14,,,56,39,44,54,52,90,3,45,80,26,43,46,53,38,75,29,30,46,75,28,72,33,77,84,73,Personalizing learning experience,,,Saving time,,,,Assisting with research,,Saving money,,,,,Limited contextual understanding,,"Ethical considerations (transparency, accountability, misuse)",,,,Risk of inadequate or incomplete learning outcomes,,Technical issues,,,18-22,Female,Italia,Bachelor's Degree,Other Italian university,Chemical Science,Sono a favore,0,,0,0,,0,
2024-07-04 12:08:29,2024-07-04 12:17:56,IP Address,100,567,True,2024-07-04 12:17:56,R_2WJV7PbJs8qiPdf,anonymous,IT,1,90,73,77,1,2,5,3,4,6,7,,0,39,1,2,4,5,6,9,7,8,3,10,,74,78,82,21,46,6,,,94,94,17,6,4,44,2,50,50,67,67,67,28,71,81,78,28.8/30,32,17,67,22,17,11,65,25,,"Accessing resources anytime, anywhere",,,Maintaining anonymity,Receiving instant feedback,,Assisting with research,,,,,Accuracy and reliability,,Limited contextual understanding,,,Lack of human interaction and socialization,,Reduction of university education value,,Over-reliance on technology,,,,23-26,Female,"Italia, Roma",Master's Degree,LUISS university,Economic and Statistical Sciences,"Penso che sia utile utilizzare l’IA come strumento, ma mai sostituire l’uomo con essa",0,,0,0,,0,
2024-07-04 12:30:29,2024-07-04 12:37:49,IP Address,100,440,True,2024-07-04 12:37:50,R_2xJBDyKBoZpSIHw,anonymous,IT,1,89,100,100,2,3,6,1,4,5,7,,57,21,3,1,4,5,7,9,2,8,6,10,,60,63,81,57,100,38,49,,24,6,66,100,0,0,4,81,63,100,100,100,67,66,80,64,29,25,0,100,100,0,40,100,50,,"Accessing resources anytime, anywhere",,Saving time,Maintaining anonymity,Receiving instant feedback,Enhancing understanding,Assisting with research,Improving digital skills,Saving money,,,,,Limited contextual understanding,,,Lack of human interaction and socialization,Lack of motivation,,Risk of inadequate or incomplete learning outcomes,,,,,18-22,Female,Italia,Bachelor's Degree,Other Italian university,"Historical, Philosophical, Educational and Psychological Sciences","puó portare molto vantaggi, ma deve esserci sempre un insegnate umano",0,,0,0,,0,
2024-07-04 12:38:25,2024-07-04 12:43:57,IP Address,100,331,True,2024-07-04 12:43:57,R_2ixnIksaoDJLBQR,anonymous,IT,1,100,57,65,1,2,4,5,3,6,7,,46,14,1,8,3,9,4,5,7,6,2,10,,61,74,60,50,53,4,9,,40,52,27,59,45,67,3,55,48,47,48,46,45,44,72,66,27,42,2,22,56,26,24,22,18,Personalizing learning experience,"Accessing resources anytime, anywhere",,,,,,,,Saving money,,,,,,Privacy and data security,,Lack of human interaction and socialization,,Reduction of university education value,,,,,,23-26,Female,Roma,Master's Degree,Other Italian university,Economic and Statistical Sciences,"che deve rimanere un’integrazione e non una sostituzione ",0,,0,0,,0,
2024-07-04 13:21:33,2024-07-04 13:29:23,IP Address,100,470,True,2024-07-04 13:29:24,R_8OImZkkjvGlIvQn,anonymous,IT,1,70,87,81,1,2,3,5,6,4,7,,48,36,1,2,3,4,6,5,7,8,9,10,,86,15,12,11,88,65,,,56,39,53,50,56,90,> 10,71,62,63,56,61,81,75,74,77,26,63,37,61,67,65,68,75,74,Personalizing learning experience,,Managing time better,Saving time,,Receiving instant feedback,Enhancing understanding,,,Saving money,,,,,,Privacy and data security,"Ethical considerations (transparency, accountability, misuse)",,Lack of motivation,,,,Technical issues,,,23-26,Female,Italia,Master's Degree,Other Italian university,Economic and Statistical Sciences,"positiva a riguardo ",0,,0,0,,0,
2024-07-04 16:48:22,2024-07-04 16:58:22,IP Address,100,599,True,2024-07-04 16:58:23,R_8U0gPIPNVi3uRU7,anonymous,IT,1,100,90,100,2,3,5,1,4,6,7,,32,17,1,3,7,5,6,8,9,4,2,10,,46,100,78,38,35,44,0,,100,62,0,0,0,0,0,54,66,68,71,38,64,66,71,62,27.5/30,61,45,75,50,63,36,68,86,Personalizing learning experience,"Accessing resources anytime, anywhere",Managing time better,Saving time,Maintaining anonymity,Receiving instant feedback,,,Improving digital skills,,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",Limited contextual understanding,,,,Lack of motivation,Reduction of university education value,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,Technical issues,,,23-26,Male,Italia,Master's Degree,LUISS university,Economic and Statistical Sciences,Futuro affascinante e potenzialmente positivo se correttamente integrato,0,,0,0,,0,
2024-06-28 09:20:38,2024-06-28 14:53:41,IP Address,17,19983,False,2024-07-05 14:53:42,R_27Bjvm2kMTscMCt,anonymous,EN,1,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-06 13:04:28,2024-07-06 13:10:42,IP Address,100,374,True,2024-07-06 13:10:43,R_87p6tZ1vVndzUpg,anonymous,IT,1,62,28,72,1,2,6,3,4,5,7,,87,21,2,1,3,4,8,7,9,5,6,10,,33,53,53,58,9,11,,,72,82,19,12,12,18,0,11,7,83,53,8,10,27,54,47,28/29,12,10,14,81,16,21,63,23,,"Accessing resources anytime, anywhere",,,Maintaining anonymity,,,,,,,,,"Bias, unfairness, and insensitivity",,,"Ethical considerations (transparency, accountability, misuse)",Lack of human interaction and socialization,Lack of motivation,Reduction of university education value,,,,,,23-26,Male,Italia,Master's Degree,Other Italian university,Political and Social Sciences,Può rendere possibile l' Accesso per tutti ma rende anonime le lezioni,0,,0,0,,0,
2024-07-06 19:35:45,2024-07-06 19:43:45,IP Address,100,479,True,2024-07-06 19:43:45,R_8mdqKSHefZkkEKd,anonymous,IT,1,29,80,100,3,1,6,4,2,5,7,,0,0,1,4,2,5,3,7,8,9,6,10,,0,0,0,0,0,0,0,,0,0,0,0,0,83,1,50,0,50,0,0,0,0,50,51,"28,5",0,50,51,99,0,0,0,100,,"Accessing resources anytime, anywhere",Managing time better,Saving time,,Receiving instant feedback,,Assisting with research,,,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",Limited contextual understanding,,,,,Reduction of university education value,,Over-reliance on technology,,,,18-22,Male,Italia,Bachelor's Degree,Other Italian university,Medical Science,"Non l'ho mai usata quindi non sono molto informato ma sicuramente potrebbe integrare in maniera positiva le lezioni, sicuramente per l'accuratezza delle informazione, nel campo medico per esempio per Evidence based medicine, averla sempre a portata di mano",0,,0,0,,0,
2024-07-06 19:42:49,2024-07-06 19:56:33,IP Address,100,824,True,2024-07-06 19:56:34,R_2bPst1SIvzRDOuQ,anonymous,IT,1,80,50,60,3,1,5,6,2,4,7,,0,0,3,1,2,7,5,4,9,6,8,10,,0,70,30,0,0,0,90,Scrittura di programmi di analisi dati,90,90,40,20,0,50,5,50,25,10,20,50,10,20,50,50,28.7/30,0,0,50,0,0,0,50,0,,"Accessing resources anytime, anywhere",,Saving time,,Receiving instant feedback,,,,,,,Accuracy and reliability,,Limited contextual understanding,,,,,,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,18-22,Female,Italia,Bachelor's Degree,Other Italian university,Physical Science,"L'IA non deve rimpiazzare gli insegnanti, ma può essere utilizzata come strumento integrativo. Questo soprattutto quando è necessario sfruttare concetti non strettamente collegati con il proprio percorso di studi e, di conseguenza, non si è tenuti a conoscere in modo approfondito, ma è sufficiente possedere le conoscenze strettamente necessarie a svolgere determinati compiti",0,,0,0,,0,
2024-07-06 19:42:37,2024-07-06 19:56:36,IP Address,100,838,True,2024-07-06 19:56:36,R_8Q0MwPlHDXtlza2,anonymous,IT,1,56,75,62,2,4,5,1,3,6,7,,27,33,2,3,1,5,6,4,7,8,9,10,,55,43,23,31,42,62,,,70,58,62,61,31,56,6,67,46,69,48,77,65,62,35,57,26,35,64,63,64,64,32,67,62,Personalizing learning experience,,Managing time better,Saving time,Maintaining anonymity,,,,,Saving money,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",,,,,,Reduction of university education value,,Over-reliance on technology,,,,18-22,Male,"Italia ",High school,Other Italian university,Economic and Statistical Sciences,Può essere un'arma a doppio taglio,0,,0,0,,0,
2024-07-06 19:47:09,2024-07-06 19:57:55,IP Address,100,646,True,2024-07-06 19:57:56,R_2kInhTSXecWYa9y,anonymous,IT,1,29,57,67,1,2,3,4,5,6,7,,58,14,3,1,2,7,5,8,9,4,6,10,,0,8,18,,5,,,,7,5,4,5,6,18,1,6,11,50,28,3,12,8,46,44,23,18,29,66,61,28,38,62,61,,"Accessing resources anytime, anywhere",,Saving time,,,Enhancing understanding,Assisting with research,Improving digital skills,Saving money,,,,,,Privacy and data security,,Lack of human interaction and socialization,,,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,18-22,Male,"Italia ",Bachelor's Degree,Other Italian university,"Civil Engineering, Architecture and Design","Penso sia importante per lo sviluppo delle attività didattiche del futuro, ma che possa avere riscontri negativi sulla privacy ",0,,0,0,,0,
2024-07-01 11:00:08,2024-07-01 11:01:57,IP Address,27,108,False,2024-07-08 11:02:02,R_2SCddDu3FMjfR34,anonymous,EN,1,76,100,100,2,4,6,1,3,5,7,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 10:58:46,2024-07-01 11:04:00,IP Address,47,314,False,2024-07-08 11:04:01,R_8GVxoiFVGDvFsCP,anonymous,IT,1,69,76,75,2,4,3,1,5,6,7,,58,0,8,5,1,2,7,3,4,6,9,10,,16,44,24,47,0,0,,,100,100,0,46,0,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-06-26 10:42:37,2024-07-01 11:32:43,IP Address,3,435006,False,2024-07-08 11:32:55,R_8OfxQRrMWsQLgwh,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 12:32:04,2024-07-01 12:32:35,IP Address,3,31,False,2024-07-08 12:32:41,R_3rdKWHGGMOYrrah,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 12:36:28,2024-07-01 12:39:50,IP Address,50,202,False,2024-07-08 12:39:51,R_82XhrWhvxywcRpF,anonymous,EN,1,82,17,16,4,1,2,5,3,7,6,,74,0,1,2,6,3,7,5,9,8,4,10,,39,38,79,56,78,,,,78,39,4,4,2,100,1,86,73,46,86,87,80,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 13:06:23,2024-07-01 14:01:57,IP Address,37,3334,False,2024-07-08 14:01:58,R_8SpgdKaHS2RwX4D,anonymous,EN,1,83,79,74,1,4,5,2,3,6,7,,15,32,4,2,1,7,3,6,5,9,8,10,,61,64,81,24,100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 14:08:28,2024-07-01 14:09:10,IP Address,17,42,False,2024-07-08 14:09:11,R_8wEUszm2gVGjncg,anonymous,IT,1,20,70,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 15:00:20,2024-07-01 15:02:19,IP Address,30,119,False,2024-07-08 15:02:22,R_22L6rfOBOcCxFjS,anonymous,IT,1,100,70,100,2,1,3,4,6,5,7,,56,45,2,3,6,1,4,8,9,7,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 15:35:11,2024-07-01 15:35:19,IP Address,3,8,False,2024-07-08 15:35:21,R_81mUYiMaDtkc4XT,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 16:14:09,2024-07-01 16:14:14,IP Address,3,4,False,2024-07-08 16:14:19,R_2MthXzc7Jrh3kLp,anonymous,IT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 18:34:10,2024-07-01 18:34:24,IP Address,3,13,False,2024-07-08 18:34:32,R_2VxTbGKcBQNeqxH,anonymous,EN,0.20000000298023224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 19:00:02,2024-07-01 19:00:22,IP Address,3,20,False,2024-07-08 19:00:24,R_2AWN0WVtPn7u0SD,anonymous,IT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 19:13:10,2024-07-01 19:13:15,IP Address,3,5,False,2024-07-08 19:13:16,R_2FreXQsjQzBbUpB,anonymous,IT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 21:09:31,2024-07-01 21:12:42,IP Address,37,190,False,2024-07-08 21:12:49,R_2poKVbqm5VRjSPF,anonymous,IT,1,68,19,20,3,4,1,2,5,6,7,,19,0,1,2,3,4,5,6,8,9,7,10,,,10,4,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 22:47:19,2024-07-01 22:51:14,IP Address,3,235,False,2024-07-08 22:51:18,R_2zT6hkJq7T0CUAB,anonymous,IT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-02 02:34:36,2024-07-02 02:34:56,IP Address,3,19,False,2024-07-09 02:34:57,R_2A6TKk2EbQvDJRf,anonymous,EN,0.20000000298023224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-02 09:38:13,2024-07-02 09:39:37,IP Address,3,83,False,2024-07-09 09:39:40,R_2uV7USxD9mgCdC4,anonymous,IT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
